county_name,median_age,mean_savings,per_capita_income,percent_in_poverty,percent_veterans,percent_female,population_density,percent_in_nursing_homes,crime_index_PC,state,vote_for_dems_before,clinton_win
Tazewell,34.8,62371,18711,9.6,15.23,51.45,193.3,8.1,304,IL,FALSE,TRUE
Union,38,97719,14662,18.2,12.39,51.25,43,19.05,158,IL,FALSE,TRUE
Vermilion,35.4,77821,16348,15.4,15.17,51.11,97.5,8.2,494,IL,TRUE,TRUE
Wabash,34.9,166086,17078,12.3,14.32,52.34,58.2,16.08,123,IL,FALSE,FALSE
Warren,35.1,102263,16407,13,13.54,52.07,35.4,13.21,232,IL,FALSE,TRUE
Washington,35.9,131915,17739,8.8,13.05,51.29,26.3,11.35,158,IL,FALSE,FALSE
Wayne,37.4,130718,15556,12.2,13.36,52.24,23.8,8.24,49,IL,FALSE,FALSE
White,38.5,162738,17313,15.1,15.06,53.21,32.7,27.19,115,IL,FALSE,TRUE
Whiteside,34.7,109287,17246,10,13.51,51.12,88.3,11.47,316,IL,FALSE,TRUE
Will,31.1,55370,19651,7.6,11.28,50.12,447.7,5.01,326,IL,FALSE,TRUE
Williamson,36.1,83339,16083,14.8,13.23,52.21,138.4,11.06,265,IL,TRUE,TRUE
Winnebago,33.4,86930,19442,11.7,12.38,51.45,504.7,7.48,811,IL,FALSE,TRUE
Woodford,34.1,67328,18093,6.9,12.37,51.01,63.3,14.32,80,IL,FALSE,FALSE
Adams,30.6,125678,15770,12.6,9.32,51.28,92.8,5.17,154,IN,FALSE,FALSE
Allen,32.1,112144,20748,11.2,12.17,51.58,463.6,8.18,607,IN,FALSE,FALSE
Bartholomew,34.2,75440,19936,9,12.04,51.35,160.5,6.11,340,IN,FALSE,FALSE
Benton,34.7,135028,16609,8.8,12.26,51.09,23.9,11.02,95,IN,FALSE,FALSE
Blackford,35.7,67304,15328,12.9,13.6,51.4,84.8,9.43,220,IN,FALSE,FALSE
Boone,34.4,69895,22613,6.6,12.27,52.12,93.4,8.03,55,IN,FALSE,FALSE
Brown,36.5,28332,16039,9.9,11.07,50.24,46.7,6.51,9,IN,FALSE,FALSE
Carroll,35,104096,16697,7.7,12.38,51.34,51.8,8.24,115,IN,FALSE,FALSE
Cass,35,94307,16880,12.3,14.36,52.35,93.5,11.25,202,IN,FALSE,FALSE
Clark,33.8,67654,17380,11.6,14.05,52.15,238.3,8.33,453,IN,FALSE,TRUE
Clay,35.2,90885,15438,10.7,12.42,52.06,70.5,11.43,116,IN,FALSE,FALSE
Clinton,34.1,89376,16363,10.5,12.32,52.07,78.5,13.4,280,IN,FALSE,FALSE
Crawford,34,75527,12393,16.2,12.19,50.27,32.7,7.6,103,IN,FALSE,TRUE
Daviess,33.6,83851,15051,14.7,11.3,52.05,64.8,15.59,76,IN,FALSE,FALSE
Dearborn,33.1,47333,16428,8.7,11.05,50.9,135,9.11,78,IN,FALSE,FALSE
Decatur,32.6,83775,16492,9.5,12.05,50.55,65.2,10.29,73,IN,FALSE,FALSE
Delaware,31.4,65528,17507,16.4,13.31,52.39,304.1,8.03,85,IN,FALSE,FALSE
Dubois,32.1,185623,19630,5.1,11.08,51.21,87.2,13.6,93,IN,FALSE,FALSE
Elkhart,31.8,99012,18577,9.8,10.22,51,343.5,8.05,442,IN,FALSE,FALSE
Fayette,35.1,64018,16431,13.1,13,51.56,121.9,12.4,324,IN,FALSE,FALSE
Floyd,34,80130,18682,11,12.24,52.23,454.1,9.22,339,IN,FALSE,TRUE
Fountain,35.9,114436,15386,10.8,13.22,52.11,45.2,10.22,30,IN,FALSE,FALSE
Franklin,32.7,86875,14700,11.1,11.16,50.41,51.6,6.38,40,IN,FALSE,FALSE
Fulton,35.3,83708,15736,9.9,13.36,51.37,51.8,14.01,9,IN,FALSE,FALSE
Gibson,35.1,86094,16998,9.2,13.17,52.35,65,13.07,48,IN,FALSE,TRUE
Grant,34.9,63292,16610,15.2,14.51,51.7,179.2,10.09,401,IN,FALSE,FALSE
Greene,35.9,93722,15264,13,12.53,51.48,57.9,12.37,17,IN,FALSE,TRUE
Hamilton,32.9,62579,28005,4.1,9.28,51.19,304.3,6.11,115,IN,FALSE,FALSE
Hancock,34.2,63769,19890,5.7,12.31,51.15,154.8,8.4,168,IN,FALSE,FALSE
Harrison,33.2,101553,15799,10.8,11.2,50.35,63.3,5.7,115,IN,FALSE,TRUE
Hendricks,33.3,62744,20074,4.7,12.14,49.41,194.9,7.36,86,IN,FALSE,FALSE
Henry,36.1,60662,16809,13.1,13.59,52.29,123.7,9.34,249,IN,FALSE,FALSE
Howard,34.1,63532,19321,12,14.36,52.14,280.5,6.33,363,IN,FALSE,FALSE
Huntington,32.8,86077,17700,8,11.07,51.48,93.6,12.29,235,IN,FALSE,FALSE
Jackson,33.6,82073,15798,10.7,11.23,51.52,75.8,10.1,38,IN,FALSE,FALSE
Jasper,32,112801,15338,8.9,11.53,50.44,46.4,5.12,21,IN,FALSE,FALSE
Jay,35,75039,13866,13.4,12.46,51.31,56.8,8.07,145,IN,FALSE,FALSE
Jefferson,33.7,67505,15024,12.8,13.11,51.12,83.8,11.39,64,IN,FALSE,TRUE
Jennings,33.1,51863,15553,12.9,11.39,50.44,64.4,4.57,224,IN,FALSE,FALSE
Johnson,32.6,61848,19838,7.9,11.04,51.32,292.3,13.11,157,IN,FALSE,FALSE
Knox,33.5,99734,16303,15.1,13.22,51.28,77.5,12.28,347,IN,FALSE,TRUE
Kosciusko,32.2,88646,19191,7.8,10.05,51.33,122.6,6.17,117,IN,FALSE,FALSE
Lake,33,65369,17881,15.9,14.04,52.35,966,5.08,678,IN,TRUE,TRUE
Lawrence,35.3,81952,16126,11.4,13.28,51.44,96.7,11.01,203,IN,FALSE,FALSE
Madison,34.8,68275,16776,13.7,14.11,51.03,290.8,8.34,350,IN,FALSE,FALSE
Marion,31.8,119332,21430,15,12.04,52.49,2048.2,7.55,755,IN,FALSE,FALSE
Marshall,33.3,90154,16482,8.6,10.5,50.8,97.2,6.2,25,IN,FALSE,FALSE
Martin,34.1,80087,15323,11.6,14.38,50.7,30.9,12.21,126,IN,FALSE,FALSE
Miami,31.5,61919,14891,12.8,12.1,51.09,98.5,5.54,26,IN,FALSE,FALSE
Monroe,26.4,57887,16281,14,9.12,52.38,280.7,5.54,368,IN,FALSE,TRUE
Montgomery,34,81913,18139,9.3,13.07,50.37,69.4,13.29,328,IN,FALSE,FALSE
Morgan,32.9,48631,17075,9.1,11.04,51.18,143.9,6.06,154,IN,FALSE,FALSE
Newton,33.6,94709,15336,9.8,12.47,51.06,34.6,17.16,171,IN,FALSE,FALSE
Noble,31.9,73852,16246,8.5,11.19,51.03,94.1,12.31,90,IN,FALSE,FALSE
Ohio,34.1,35694,14690,10.1,13.36,51.33,61.1,11.15,10,IN,FALSE,FALSE
Orange,34.7,126441,13795,14,12.16,51.26,46.5,12.01,43,IN,FALSE,FALSE
Owen,34.7,57836,13984,13.2,11.07,51.01,47.5,5.52,18,IN,FALSE,FALSE
Parke,36.3,69951,15530,12.2,14.45,52.33,35.3,18.28,40,IN,FALSE,FALSE
Perry,33.5,113279,14114,10.9,13.36,49.25,49.6,8.12,157,IN,TRUE,TRUE
Pike,36.3,105377,16453,13,13.42,50.6,36.9,3.23,44,IN,FALSE,TRUE
Porter,32.7,54246,19914,6.6,12.05,51.34,321.1,6.52,284,IN,FALSE,FALSE
Posey,33.4,101105,18146,8.1,12.44,50.45,63.9,7.39,43,IN,FALSE,TRUE
Pulaski,33.8,144603,15754,12.1,12.19,51.24,29.7,6.14,117,IN,FALSE,FALSE
Putnam,32.1,79440,15232,9.3,12.16,48.7,65.4,8.34,56,IN,FALSE,FALSE
Randolph,35.6,88770,15401,15.1,13.21,51.48,59.8,5.17,73,IN,FALSE,FALSE
Ripley,33.1,138470,17345,10,11.22,51.34,56.9,12.09,69,IN,FALSE,FALSE
Rush,33.6,89738,15736,11,13.19,51.49,44.8,9.4,17,IN,FALSE,FALSE
Scott,32.7,51973,14465,15.7,10.02,51.39,112.9,10.42,116,IN,FALSE,TRUE
Shelby,33.1,71550,17905,9.3,12.42,51.36,99.8,10.15,18,IN,FALSE,FALSE
Spencer,33.7,70498,15467,9.3,13.16,50.22,49.4,10.04,31,IN,FALSE,TRUE
Starke,33.3,63260,12701,16.2,11.12,51.06,72.7,11.29,15,IN,FALSE,TRUE
Steuben,33.4,91466,17312,8.4,10.33,50.12,91.7,5.27,400,IN,FALSE,FALSE
Sullivan,36.7,98330,16074,12.9,14.04,52.02,42.5,11.05,25,IN,TRUE,TRUE
Switzerland,35.2,63214,12984,15.4,12.13,51.24,36.2,10.5,59,IN,FALSE,TRUE
Tippecanoe,26.8,87934,17264,11.7,10.29,49.46,264.5,10.44,454,IN,FALSE,FALSE
Union,33.7,149921,14299,10.9,11.09,51.29,43.9,10.28,44,IN,FALSE,FALSE
Vanderburgh,34.5,101325,19955,14,13.25,53.23,710.6,13.04,442,IN,FALSE,TRUE
Vermillion,36.5,74398,16281,11.3,14.15,52.45,64.6,13.37,32,IN,TRUE,TRUE
Vigo,33,99213,16530,15.1,14.56,51.38,265.8,8.56,446,IN,FALSE,TRUE
Wabash,33.7,73236,16315,9.7,11.15,51.56,84.2,15.29,162,IN,FALSE,FALSE
Warren,36,47912,15471,9.6,12.9,50.48,22.5,9.15,38,IN,FALSE,FALSE
Warrick,33.3,56073,18622,7.1,11.54,51.11,121.3,6.19,44,IN,FALSE,TRUE
Washington,33.3,65278,14151,13.8,10.02,50.14,47.4,9.06,25,IN,FALSE,TRUE
Wayne,34.9,69174,16470,16.4,13.34,52.24,178.6,10.24,336,IN,FALSE,FALSE
Wells,33.1,91019,17873,7.1,11.22,51.35,70.5,14.27,144,IN,FALSE,FALSE
White,35.1,108531,16710,8.7,13.05,51.53,47.1,9.27,168,IN,FALSE,FALSE
Whitley,33.3,91840,17230,6.3,11.17,51.23,84.6,7.39,13,IN,FALSE,FALSE
Adair,39.3,138220,16324,12.1,13.21,51.7,14.8,19.05,108,IA,TRUE,FALSE
Adams,40.1,108057,15409,15.4,14.6,51.12,11.1,12.34,132,IA,TRUE,TRUE
Appanoose,37.9,95008,14636,19,13.25,52.29,27.8,14.06,333,IA,TRUE,TRUE
Audubon,40.3,143152,17612,11.4,15.13,52.25,16,30.14,128,IA,TRUE,TRUE
Benton,34.7,114227,16637,9.5,13.19,51.27,31.8,7.32,158,IA,TRUE,TRUE
Black Hawk,32.8,90720,17425,14.1,14.19,52.26,219.2,9.19,79,IA,TRUE,TRUE
Boone,36.6,74008,18902,9.2,13.02,52.09,44.3,21.23,220,IA,TRUE,TRUE
Bremer,35.2,128264,17168,8.4,12.36,51.3,52.8,19.06,40,IA,FALSE,TRUE
Buchanan,33.4,101325,16076,13.1,12.18,51.17,36.8,10.07,124,IA,TRUE,TRUE
Buena Vista,33.9,139358,16786,9.7,12.41,51.32,35,13.24,290,IA,TRUE,FALSE
Butler,37.9,104918,16317,9.7,11.58,51.03,27.2,19.3,76,IA,FALSE,FALSE
Calhoun,39.8,122010,18293,11.1,13.58,52.08,20.2,21.48,111,IA,TRUE,FALSE
Carroll,34.2,137163,18298,9.7,12.34,51.59,37.8,11.07,102,IA,TRUE,TRUE
Cass,38.3,143033,17391,11.9,13.25,52.25,26.6,22.33,180,IA,FALSE,FALSE
Cedar,36.1,134924,17920,9.2,12.33,51.13,30.5,13.11,224,IA,TRUE,TRUE
Cerro Gordo,35.4,104292,17910,10.3,14.42,53.02,82.3,13.33,500,IA,TRUE,TRUE
Cherokee,37.2,157590,17106,9.5,14.31,51.57,24.3,17.33,92,IA,TRUE,FALSE
Chickasaw,35.7,173639,16895,9.4,12.17,50.2,26.4,13.23,99,IA,TRUE,TRUE
Clarke,36.7,125501,14134,14.8,12.57,52.14,19.5,7.26,125,IA,TRUE,TRUE
Clay,35.1,122512,17667,9.7,14.39,52.15,31.1,23.34,214,IA,TRUE,TRUE
Clayton,35.9,116313,15639,11.8,12.31,50.7,24.1,14.57,51,IA,TRUE,TRUE
Clinton,35.1,93269,17385,11.8,14.52,52.29,73.8,10.55,67,IA,TRUE,TRUE
Crawford,35.4,136430,17233,13,12.49,51.11,23.4,14.49,168,IA,TRUE,TRUE
Dallas,34.6,95938,19759,7.8,11.36,51.01,52.7,15.7,193,IA,TRUE,TRUE
Davis,36.1,77807,14908,14.7,11.59,51.09,16.5,14.46,180,IA,TRUE,TRUE
Decatur,35.5,64483,12906,21.1,14.04,52.01,15.2,21.02,184,IA,TRUE,TRUE
Delaware,32.7,112964,15713,12,10.07,51.12,31.7,11.06,83,IA,TRUE,FALSE
Des Moines,35.9,101245,17810,11.7,15.11,52.12,103.1,11.17,526,IA,TRUE,TRUE
Dickinson,39.7,89895,19927,8.3,14.01,52.36,39.9,14.41,106,IA,FALSE,FALSE
Dubuque,33.1,108968,18086,10.2,12.47,51.54,143.7,14.26,273,IA,TRUE,TRUE
Emmet,36.1,124507,16375,12.4,14.37,52.08,29.3,21.18,239,IA,TRUE,TRUE
Fayette,36.4,128185,15076,13.5,13.12,51.24,30.1,9.13,42,IA,TRUE,TRUE
Floyd,37.9,134049,16975,12.7,14.01,52.41,33.8,19.59,227,IA,TRUE,TRUE
Franklin,38.1,109071,17704,11,14.11,52.08,19.2,18.35,89,IA,TRUE,FALSE
Greene,39.4,205159,18133,11,14.39,52.17,17.8,16.04,41,IA,TRUE,TRUE
Grundy,38.8,162083,19418,7.4,13.33,52.28,24.1,11.32,59,IA,FALSE,FALSE
Guthrie,39.9,130174,17219,11.6,13.37,52.31,19,20.09,127,IA,TRUE,TRUE
Hamilton,37.1,124157,18879,9.4,14.2,51.38,27.9,13.11,181,IA,TRUE,TRUE
Hancock,35.4,132135,16307,10,12.45,51.2,21.7,14.27,48,IA,TRUE,FALSE
Hardin,37.9,159764,17613,11.6,14.17,52.01,33,20.08,256,IA,TRUE,TRUE
Harrison,36.5,96187,16346,12.6,13.14,52.16,21.1,21.5,70,IA,FALSE,FALSE
Henry,34.7,93515,16739,10.5,11.29,49.59,45.1,15.26,239,IA,FALSE,TRUE
Howard,37.7,134426,15702,12.9,12.34,51.11,20.9,19.09,98,IA,TRUE,TRUE
Humboldt,38.6,133781,17789,9.1,14.25,51.34,24.4,13.49,53,IA,TRUE,FALSE
Ida,36.9,161700,17383,9.8,14.24,51.47,19.2,21.45,1,IA,FALSE,FALSE
Iowa,36.6,111545,19405,7.2,11.8,51.53,25.2,15.33,13,IA,TRUE,FALSE
Jackson,35,131448,16008,13,12.37,51.27,31.6,11.19,142,IA,TRUE,TRUE
Jasper,36.1,99804,18338,8.3,13.14,51.39,47.8,11.29,124,IA,TRUE,TRUE
Jefferson,36.8,102631,16230,14.2,10.04,51.11,37.9,10.34,324,IA,FALSE,TRUE
Johnson,27.3,99040,18890,9.7,8.36,50.2,159.6,4.12,44,IA,TRUE,TRUE
Jones,34.6,134326,14345,11.3,12.21,48.15,34.4,6.21,142,IA,TRUE,TRUE
Keokuk,37.4,140796,16166,12.9,13.37,51.23,20,16.03,187,IA,TRUE,TRUE
Kossuth,36.7,156255,16974,11.2,13.57,51.3,18.7,18.08,114,IA,TRUE,TRUE
Lee,35.8,103853,16605,13.1,15.34,51.26,75.6,12.25,159,IA,TRUE,TRUE
Linn,33.1,102100,20425,9.3,13.56,51.3,241.1,6.26,1,IA,TRUE,TRUE
Louisa,34.3,103034,17065,11.6,12.18,50.05,28.4,15.31,297,IA,TRUE,TRUE
Lyon,34.8,124328,15323,9.8,11.23,51.31,20.4,16.25,28,IA,FALSE,FALSE
Mahaska,34.8,92906,16206,12.2,12.36,51.23,37.7,11.58,75,IA,FALSE,FALSE
Marion,34.2,88349,18054,9.4,12.15,50.32,54.5,9.37,48,IA,TRUE,FALSE
Marshall,36.7,104616,18872,10.8,15.23,51.12,66,28.39,374,IA,TRUE,TRUE
Mills,35.1,83245,20575,10.1,11.02,50.3,30.7,6.57,3,IA,FALSE,FALSE
Mitchell,38.3,216472,18621,9.5,13.45,51.4,23,25.46,93,IA,TRUE,TRUE
Monona,40.5,133902,16581,13.9,14.37,52.41,14.4,27.5,247,IA,TRUE,TRUE
Monroe,37.8,105261,16666,15.3,12.28,52.22,18.9,9.02,88,IA,TRUE,TRUE
Montgomery,38.6,115701,17442,10.9,14.25,53.09,28.1,24.35,375,IA,FALSE,FALSE
Muscatine,33.1,113113,19649,10.7,12.01,51.31,93,11.36,173,IA,TRUE,TRUE
O'Brien,36.9,137471,17435,9.5,13.36,52.08,27,20.01,232,IA,FALSE,FALSE
Osceola,36.1,145111,16182,9.1,15.39,51.23,18.1,7.34,113,IA,FALSE,FALSE
Page,38.2,127202,17759,12.6,14.07,51.13,31.2,18.02,298,IA,FALSE,FALSE
Palo Alto,37.5,162070,16611,12.9,13.4,51.6,18.6,25.43,149,IA,TRUE,TRUE
Plymouth,34.1,129318,17987,7.6,11.25,51.21,27.4,19.41,35,IA,FALSE,FALSE
Pocahontas,39.2,143958,17646,10.6,15.53,51.5,16.1,25.48,112,IA,TRUE,TRUE
Polk,32.4,110170,22331,10.3,12.14,52.23,593.5,6.31,535,IA,TRUE,TRUE
Pottawattamie,33.5,68762,16734,12.5,14.11,52.27,87.5,7.21,21,IA,FALSE,FALSE
Poweshiek,34.5,115214,17751,9.9,12.28,52.13,32.3,14.23,7,IA,TRUE,TRUE
Ringgold,42.2,92639,14704,17.1,12.12,52.48,10,26.48,91,IA,TRUE,TRUE
Sac,38.3,133182,16708,10.9,14.34,51.16,21.2,18.11,56,IA,TRUE,FALSE
Scott,32.4,103148,19280,12.7,14.38,51.43,338.7,7.35,693,IA,TRUE,TRUE
Shelby,37.3,149972,16945,10.2,13.17,51.09,22.3,21.36,1,IA,FALSE,FALSE
Sioux,30.9,128974,15996,7.1,9.41,51.35,39.6,11.29,44,IA,FALSE,FALSE
Story,25.9,84890,17373,10.4,9.16,48.16,129.9,7.43,350,IA,TRUE,TRUE
Tama,37.4,122403,16363,10.5,13.37,51.5,24.1,10.8,175,IA,TRUE,TRUE
Taylor,40,79925,13641,16,14.39,53.01,13.3,18.31,134,IA,TRUE,TRUE
Union,36.5,110688,15634,14.2,12.26,53.29,29.7,16.11,148,IA,TRUE,TRUE
Van Buren,37.8,109794,14044,13.8,12.44,51.03,15.9,19.35,170,IA,FALSE,TRUE
Wapello,37.1,89314,16319,15.1,15.43,52.22,83.1,10.32,380,IA,TRUE,TRUE
Warren,32.8,51999,17458,7.3,11.42,51.19,65.2,11.45,250,IA,TRUE,TRUE
Wayne,42.1,106461,14433,16.7,15.09,52.39,13.3,18.14,172,IA,TRUE,TRUE
Webster,35.5,98138,17467,13.3,16.03,52.13,56.1,22.22,3,IA,TRUE,TRUE
Winnebago,35.9,140234,18149,9.6,11.6,51.38,29.7,18.13,134,IA,FALSE,FALSE
Winneshiek,31.7,122319,16305,11.1,10.31,51.37,30.4,22.48,194,IA,TRUE,TRUE
Woodbury,32.9,93137,18983,13,13.31,52.04,114.5,9.43,616,IA,TRUE,FALSE
Worth,38.3,91451,15993,10.2,13.47,51.49,19.8,17.34,46,IA,TRUE,TRUE
Wright,39,158738,17048,10.4,14.25,52.26,24.6,15.16,86,IA,TRUE,TRUE
Allen,35.5,76912,14537,,12.8,52.19,29.2,18.3,314,KS,FALSE,FALSE
Anderson,38.1,163573,16008,13.8,11.38,51.49,13.6,16.46,212,KS,FALSE,FALSE
Atchison,33.5,105814,15701,,12.02,51.43,38.9,12.02,359,KS,FALSE,TRUE
Barber,37.5,209026,16931,,14.44,52.38,5,15.09,123,KS,FALSE,FALSE
Barton,34.8,145408,17305,,13.3,51.58,32.8,11.4,458,KS,FALSE,FALSE
Bourbon,36.8,94548,,19.2,13.44,53.22,23.2,16.14,267,KS,FALSE,FALSE
Brown,36.7,,16238,18.8,13.32,52.31,19.4,20.13,225,KS,FALSE,FALSE
Butler,33.8,,18390,8.9,11.28,50.35,37.3,12.03,338,KS,FALSE,FALSE
Chase,39.7,,17758,15,14.19,50.24,3.7,20,97,KS,FALSE,FALSE
Chautauqua,43.3,95114,14358,20.4,15.34,51.5,6.9,27.27,139,KS,FALSE,FALSE
Cherokee,35.8,,14428,20.2,12.58,52.31,36.8,12.18,180,KS,FALSE,TRUE
Cheyenne,41.8,205700,18206,10.8,13.13,52.14,3.1,36.56,3,KS,FALSE,FALSE
Clark,41.1,275263,21018,8.4,13,51.59,,28.33,138,KS,FALSE,FALSE
Clay,39.2,133192,16850,12.6,13.1,51.53,14.4,17.1,137,KS,FALSE,FALSE
Cloud,39.9,157533,16216,12.8,,53.12,15,32.06,231,KS,FALSE,FALSE
Coffey,36.2,130545,17205,10.2,12,50.57,13.6,28.07,137,KS,FALSE,FALSE
Comanche,41.6,200886,22336,10.4,13.27,52.35,2.8,42.27,5,KS,FALSE,FALSE
Cowley,34.7,84019,16094,13.9,12.56,51.54,32.7,11.25,420,KS,FALSE,FALSE
Crawford,34.4,115548,16251,19.6,13.33,52.19,60.4,16.32,608,KS,TRUE,TRUE
Decatur,40.2,175353,19598,12.4,15.27,51.24,4.3,30.26,108,KS,FALSE,FALSE
Dickinson,37.3,138001,15691,11.8,14.09,52.17,22.7,16.17,161,KS,FALSE,FALSE
Doniphan,35.1,117707,17038,16.7,13.27,51.21,20.7,10.37,137,KS,FALSE,FALSE
Douglas,25.8,51493,15665,13.6,8.04,50.31,184.5,6.14,603,KS,FALSE,TRUE
Edwards,39.4,147411,22411,12.1,13.47,52.33,5.8,20,67,KS,FALSE,FALSE
Elk,47,66156,15542,18.3,17.15,52.33,4.9,27.28,353,KS,FALSE,FALSE
Ellis,31.1,132629,17516,12.2,10.46,51.28,28.8,14.25,390,KS,TRUE,TRUE
Ellsworth,38,141571,15496,11.3,14.05,47.21,9.1,24.31,203,KS,FALSE,FALSE
Finney,27.2,90513,17945,13.6,7.21,49.28,26.3,6.29,873,KS,FALSE,FALSE
Ford,30.2,91769,16328,15.7,10.56,49.32,25.3,7.12,738,KS,FALSE,FALSE
Franklin,33.3,76065,15214,12.9,12.22,51.46,39,12.14,272,KS,FALSE,FALSE
Geary,26.5,49841,13792,16.6,11.13,50.04,85.6,7.33,639,KS,FALSE,FALSE
Gove,38.2,215688,24258,8,13.31,50.06,3,13.13,228,KS,FALSE,FALSE
Graham,39.1,174103,18494,14.5,14.38,51.23,3.8,16.18,68,KS,FALSE,FALSE
Gray,32.2,130557,18337,8.4,9.34,51.11,6.2,16.11,30,KS,FALSE,FALSE
Greeley,33.2,108018,27789,10.2,10.47,50.09,2.2,17.06,18,KS,FALSE,FALSE
Greenwood,41.2,81837,16042,15.6,14.11,52.04,6.9,20.25,87,KS,FALSE,FALSE
Hamilton,38.1,225930,30525,11.7,13,52.17,2.3,16.09,65,KS,FALSE,FALSE
Harper,39.6,193931,18271,13.7,14.28,52.07,8.5,12.31,153,KS,FALSE,FALSE
Harvey,34.7,101164,18398,10,10.38,51.53,57.7,,234,KS,FALSE,FALSE
Haskell,30.5,185879,23679,9.6,10.41,50.12,6.8,,75,KS,FALSE,FALSE
Jackson,34.9,113407,16841,13.3,13.34,51.21,17.5,11.13,214,KS,FALSE,FALSE
Jefferson,35.2,58436,17080,9.9,13.35,49.58,30.2,12.53,308,KS,FALSE,FALSE
Jewell,42.7,147388,17814,12.8,14.59,51.07,4.5,8.54,27,KS,FALSE,FALSE
Johnson,32.8,100864,27877,4.7,11.08,51.49,784.6,4.2,415,KS,FALSE,FALSE
Kearny,30.8,133438,23220,11,9.5,49.32,4.6,10.15,475,KS,FALSE,FALSE
Kingman,36.9,118264,17210,12.1,12.58,51.17,9.6,15.06,181,KS,FALSE,FALSE
Kiowa,38.5,127411,18442,10.9,13.06,51.55,5,13.06,303,KS,FALSE,FALSE
Labette,35,113331,15292,16.7,13.15,52.34,36.2,20.02,398,KS,FALSE,TRUE
Lane,37.9,241761,21614,9.1,12.48,49.37,3.2,9.13,109,KS,FALSE,FALSE
Leavenworth,33.1,55203,15313,10.4,15.34,45.3,144.2,6.16,361,KS,FALSE,TRUE
Lincoln,42.4,170209,19156,11.9,17.31,52.19,4.9,21.14,117,KS,FALSE,FALSE
Linn,39.3,83108,14703,15.8,13.16,51.39,14,27.5,207,KS,FALSE,FALSE
Logan,38.1,165503,16315,10.3,14.37,51.11,3,12.28,257,KS,FALSE,FALSE
Lyon,29.1,68735,16122,14.2,11.32,51,40.5,9.22,650,KS,FALSE,FALSE
McPherson,34.7,110559,17823,8.7,10.26,51.31,30.7,21.52,182,KS,FALSE,FALSE
Marion,39.4,131029,15467,10.3,,52.14,,,121,KS,FALSE,FALSE
Marshall,38.4,196867,19017,12.5,14.37,51,12.6,22.15,174,KS,FALSE,FALSE
Miami,34.3,101646,16605,10.1,12,51.14,41.6,16.11,268,KS,FALSE,TRUE
Mitchell,37.7,174610,18040,10.4,12.29,52.16,10.3,23.18,186,KS,FALSE,FALSE
Montgomery,36.5,110317,15735,17.2,14.44,53.06,58.9,11.21,545,KS,FALSE,FALSE
Morris,38.9,136192,14734,14.2,13.6,51.28,9,14.6,230,KS,FALSE,FALSE
Nemaha,35.6,210039,18665,10.6,12.38,50.51,14.5,32.13,136,KS,FALSE,FALSE
Neosho,36.3,,16597,16,13.33,52.25,29.7,16.53,292,KS,FALSE,FALSE
Norton,39,167486,17954,12,14.38,47.51,6.6,16.03,64,KS,FALSE,FALSE
Osage,36,78029,15406,11.2,12.39,51.16,22.2,19.17,198,KS,FALSE,FALSE
Osborne,42.7,244545,18437,12.5,14.06,51.9,5.3,30.19,15,KS,FALSE,FALSE
Ottawa,38.5,327740,15795,10.5,15.07,52.17,7.6,26.18,89,KS,FALSE,FALSE
,37.4,142703,20094,10.2,14.13,49.12,10.2,9.36,20,KS,FALSE,FALSE
Phillips,40.4,199195,18576,10.3,14.36,51.3,7.2,23.37,17,KS,FALSE,FALSE
Pottawatomie,32.8,98230,15668,10.1,11.2,50.01,20,11.42,262,KS,FALSE,FALSE
Pratt,36.8,185314,18692,10.7,12.8,51.44,13.1,11.35,412,KS,FALSE,FALSE
Rawlins,38.8,164458,17313,10.5,14.3,50.27,3.1,14.55,127,KS,FALSE,FALSE
Reno,35,103507,17517,14,13.46,51.23,49.6,11.32,545,KS,FALSE,FALSE
Republic,44.5,196229,18219,11.5,,52.29,8.8,31.27,122,KS,FALSE,FALSE
Rice,37,115407,16978,14.6,,,14.2,17.48,162,KS,FALSE,FALSE
Riley,23.8,48258,15096,14,7.48,45.09,110.4,4.07,469,KS,FALSE,FALSE
Rooks,37.9,107872,16275,12.2,13.52,52.14,6.8,16.5,183,KS,FALSE,FALSE
Rush,43.1,139679,15867,12.3,14.03,52.08,5.3,23.03,48,KS,FALSE,FALSE
Russell,40.9,195051,19341,12.3,16.32,51.59,8.7,,218,KS,FALSE,FALSE
Saline,33.5,98873,20179,11.6,14.28,52.12,,8.14,773,KS,FALSE,FALSE
Scott,35,199598,26275,8.7,10.58,50.35,7.4,15.12,221,KS,FALSE,FALSE
Sedgwick,31.8,84939,20822,13.1,12.13,51.32,415.7,5.45,773,KS,FALSE,FALSE
Seward,29,147436,17917,17.9,11.22,49.21,29.2,6.31,945,KS,FALSE,FALSE
Shawnee,33.8,90783,19772,12.1,14.36,51.57,297,10.52,829,KS,FALSE,TRUE
Sheridan,37.1,275360,21331,11.3,14.2,49.4,3.3,13,84,KS,FALSE,FALSE
Sherman,35.5,205566,17820,14.6,13.05,51.2,6.4,9.22,384,KS,FALSE,FALSE
Smith,45.1,214382,17238,12,15.43,52.22,5.5,31.22,,KS,FALSE,FALSE
Stafford,39,207037,18515,13.4,14.11,52.18,6.4,,196,KS,FALSE,FALSE
Stanton,31.4,121065,24591,11.2,9.31,50.38,,10.43,109,KS,FALSE,FALSE
